,cycle index,p_a,p_b,p_c,q_a,q_b,q_c,r_a,r_b,r_c,s_a,s_b,s_c,t_a,t_b,t_c
554,554,1944.8491457376647,149.49978234874277,-0.0010741789244933483,-2333.183115762373,225.99999999999997,-0.0002793714075570996,20601.13536509088,297.4795635583853,-0.012532045612768262,-3703.670858353372,312.0,-0.0007022134534603227,2000.0,439.0,-1.0
555,555,1719.256921844621,145.98655827195483,-0.0015411888837711903,-2456.6624710697115,224.99999999999994,-0.0002502497763928313,19928.92546043256,299.4360908213947,-0.011473957220776675,-3995.687796449605,314.0,-0.0005714708442162072,2000.0,417.0,-1.0
556,556,2000.0,74.0,-1.0,-906.2061663256661,90.56210999737795,-0.0006091507278420988,2000.0,135.0,-1.0,-2000.0,136.0,-1.0,2230.7913153554605,147.37480531264126,-0.0012700551586356651
557,557,1343.5047165747333,148.08661405781467,-0.0009662107165538447,-2343.5864732405685,227.99999999999977,-0.0002526195112699697,21310.93305013159,298.4456640472119,-0.012566808605762744,-2000.0,348.0,-1.0,2000.0,374.0,-1.0
558,558,2295.4269082998926,145.97817117400447,-0.0012479139373826882,-2288.453257852269,232.0,-0.0004924331397682205,20249.7335514871,297.54153336357746,-0.011578854288506612,-3607.3930098867,312.0,-0.00043887593683751384,2000.0,473.0,-1.0
559,559,2000.0,65.0,-1.0,-925.5742351200682,87.0,-0.0001681743134830524,2000.0,143.0,-1.0,-2000.0,146.0,-1.0,2211.891659377905,151.26355996618005,-0.0016901189130336183
560,560,1829.4400518799507,146.8943701578215,-0.0015971419504109462,-2630.457542484889,227.99999999998576,-0.00028686880616540485,20154.08610147267,297.55946844260706,-0.013173338227221677,-3355.5243707720892,312.0,-0.00016766909975176136,2000.0,478.0,-1.0
561,561,2000.0,81.0,-1.0,-1462.9162370638965,84.46630375196065,-0.0007533523620061221,1957.2419893185263,143.28587049717595,-0.0017071689600232185,-2791.4316760559577,227.0,-0.00028794278502310605,20379.969627769617,298.1343462707981,-0.012206251112592366
562,562,1896.085279199369,149.20970107588496,-0.0011921527788296984,-2178.9154582675405,231.0,-0.00028746356433408837,21072.47992433607,298.1167833282842,-0.012849362195758874,-5196.37155465458,324.00481731869405,-0.011141529943878025,2000.0,470.0,-1.0
563,563,2000.0,140.0,-1.0,-2000.0,141.0,-1.0,2000.0,143.0,-1.0,-2000.0,148.0,-1.0,2009.5272286938928,148.72047782462556,-0.0010876956734570068
564,564,2000.0,145.0,-1.0,-2000.0,148.0,-1.0,2043.6539923568812,148.75656829688344,-0.0011587906899199459,-2707.840318785306,230.99999999999997,-0.00039296581721829716,20177.228950246717,299.03465816316907,-0.011826998397702675
565,565,2042.685252481539,149.05148558241314,-0.0017107891681342343,-2214.785941276511,229.0,-0.00037443800123193106,21195.215169712457,297.83567016596845,-0.0123064341599996,-5650.442431588498,324.0734889219999,-0.01373680855270193,2000.0,428.0,-1.0
566,566,2313.0655358435138,147.22734726109178,-0.001905756076476084,-2430.555836819408,226.0,-0.0002521784444570171,21021.896008719432,297.5531388467927,-0.013434955866728217,-5564.381016491389,323.4692683047348,-0.009121703887606445,2000.0,432.0,-1.0
567,567,2223.7904831868905,145.32618779991088,-0.0019167493197363077,-2470.3350157129216,227.99999999999997,-0.0003045959352326578,20784.876249934678,299.07253147456447,-0.012992747880159307,-3438.835375909162,314.0,-0.0006511814908563282,2000.0,473.0,-1.0
568,568,2000.0,148.0,-1.0,-2000.0,161.0,-1.0,2265.1404453399987,148.87926127402213,-0.0016918798606490647,-2627.647088050727,228.0,-0.00038879181254050416,20654.569508335633,298.0716030632812,-0.012994715624282059
569,569,1870.9547392174989,148.32898770662771,-0.0018355943590786482,-2000.0,206.0,-1.0,2000.0,207.0,-1.0,-2515.9046322644276,229.0,-0.00019771676869381573,20922.94193531071,298.78143232261954,-0.013386671481438343
570,570,2068.8314230086858,148.98997040770556,-0.0012676027677411706,-2201.175178225695,230.0,-0.00043178600209308864,20306.564757436994,297.6141588508869,-0.01221115954176418,-5131.762995754592,322.6189906900069,-0.010267171716618126,2000.0,460.0,-1.0
571,571,1888.852421184662,147.63259403324867,-0.0020057427494445316,-2329.83635534582,227.99999999999983,-0.00027679592936290324,21148.03419569178,297.4858084748542,-0.012264064246522745,-5206.276265071499,323.0118412844915,-0.008454154283182313,2000.0,417.0,-1.0
572,572,1541.589727529487,146.95712108566374,-0.001148066219624496,-2486.4805630444525,228.0,-0.000377972592979941,20547.0328104336,297.6904284955756,-0.011818946891706046,-3580.6561137648932,312.0,-0.00041832344087926014,2000.0,456.0,-1.0
573,573,1874.3623399484138,151.51079632177417,-0.0010606744609013318,-2239.9366265399244,231.0,-0.00035888667522261805,20849.553327020058,298.0882418373959,-0.012991342033767258,-5803.931704181387,324.1126338961321,-0.010792719170677612,2000.0,429.0,-1.0
574,574,2000.0,144.0,-1.0,-2000.0,146.0,-1.0,2095.456417794988,149.28469479588023,-0.002166653640994969,-2436.331190378036,230.0,-0.0003079924428427387,21056.75068804168,298.7216278668842,-0.01283777637202745
575,575,2000.0,140.0,-1.0,-2000.0,143.0,-1.0,2000.0,144.0,-1.0,-2000.0,145.0,-1.0,1924.5852492285267,146.6795410786413,-0.0011654167451106796
576,576,2000.0,144.0,-1.0,-2000.0,145.0,-1.0,1983.3859754434054,146.3984539229715,-0.0015909045158016468,-2194.7243151707585,231.0,-0.0002456227761747676,21065.382700421524,297.42870662191683,-0.012596970006992248
577,577,2295.4493752051076,147.14061928828178,-0.002011448431947344,-2319.28423563265,230.0,-0.00023804206290690838,20578.45038192772,298.0059285037218,-0.012587458951619902,-3380.7031750080705,313.0,-0.00036850780691002373,2000.0,450.0,-1.0
578,578,1760.964546264427,146.22948302254196,-0.001175220023135086,-2475.3757765574383,226.99999999999997,-0.0002872311103750683,21101.129617053386,299.2984353174339,-0.012453346861310747,-5244.1689612655,322.5976601679383,-0.011304422311784459,2000.0,454.0,-1.0
579,579,2224.2161091624193,150.3117247689715,-0.0017940518732627612,-2311.337008596865,230.0,-0.00041907285845692674,20373.6055108548,298.12794090647594,-0.01206639355178621,-5532.697860642732,323.6975645493343,-0.009147575747189758,2000.0,435.0,-1.0
580,580,2243.8317578005285,147.004149964957,-0.001436257730221972,-2436.6769724644428,228.0,-0.00028446005140947954,20893.466093079966,297.75068271482445,-0.012785663518997549,-3291.1019209841957,312.0000000000001,-0.00028452737195659006,2000.0,455.0,-1.0
581,581,1907.016957434548,145.02965069682864,-0.0017342173282569376,-2355.5662180145996,233.0,-0.00026684843543733444,21057.252389919213,299.23587988514885,-0.012739681429595747,-5980.860349819103,323.7904741942543,-0.01137599462215181,2000.0,465.0,-1.0
582,582,2000.0,49.0,-1.0,-1214.1511293138333,60.50867893689115,-0.00015726910289213893,1985.8848088641273,146.57179635626335,-0.0017342974548688068,-2067.283111146113,231.0,-0.00027514286376592416,21672.17840721694,298.50914171509737,-0.013672419689984686
583,583,1874.0983299751338,149.33214750074598,-0.0013550829259764377,-2403.846210781222,230.43076344824797,-0.00037940072295982336,21446.192450274506,297.7879080805098,-0.013414636228300638,-5834.146940850569,323.96064668320207,-0.011338462452788913,2000.0,402.0,-1.0
584,584,2000.0,149.0,-1.0,-2000.0,153.0,-1.0,1702.7725912188857,147.45578212182505,-0.0015680631031730178,-2493.2583745161646,229.0,-0.000244446742714176,21016.387334254257,298.0371914167083,-0.01282198687407961
585,585,2000.0,151.0,-1.0,-2000.0,154.0,-1.0,2252.3220899693706,146.78304379761732,-0.0020825372980295947,-2498.2489351763625,229.0,-0.00022167372526471453,20625.06523870623,298.7963021204489,-0.01294008117826775
586,586,2000.0,143.0,-1.0,-2000.0,153.0,-1.0,2009.8536049457714,146.73309713541587,-0.001635288177955883,-2411.77435996143,230.0,-0.0003776959927917934,20993.065520056734,298.288235262891,-0.012197771484082614
587,587,2435.7454182208808,146.21696198113577,-0.0018607865084990822,-2340.927072987911,232.99999999999994,-0.0002423725691088848,21111.439373078134,299.43929712330265,-0.012651143647523368,-4108.032542681361,314.0,-0.0005465485007806663,2000.0,466.0,-1.0
588,588,1952.739801861435,152.8361008614738,-0.001533979347648732,-2303.1089485583598,232.0,-0.00047077584286690674,20800.715435228845,297.5917755507762,-0.011775201711107859,-5711.46144932038,323.10433667137,-0.011625784134951763,2000.0,456.0,-1.0
589,589,2000.0,154.0,-1.0,-2000.0,158.0,-1.0,2000.0,159.0,-1.0,-2000.0,163.0,-1.0,2208.810138816565,152.13242712833775,-0.0024038628293952297
590,590,2000.0,48.0,-1.0,-1087.99703161937,71.0,-0.00019342554229142002,2278.2906965820093,144.57208763439377,-0.0015434997961429585,-2343.409763468657,234.0,-0.00026662271198593543,21169.10780867515,298.020312379898,-0.012624732301734295
591,591,2000.0,140.0,-1.0,-2000.0,141.0,-1.0,2198.104539624665,149.11244521187052,-0.0015694498915348322,-2254.8954134598025,229.0,-0.00033285208123185833,19915.683392347997,297.51344835959316,-0.011152306421622708
592,592,2000.0,146.0,-1.0,-2000.0,148.0,-1.0,2025.8395117727962,146.79029399981883,-0.0013881296912343299,-2452.9182970891625,226.0,-0.00027873753363722673,20757.5139289667,297.5028227089255,-0.012515210749398317
593,593,1970.2677086169606,145.83398607294086,-0.0012498714163527405,-2687.1692681381046,224.0,-0.0002803142084760873,20370.169340278728,297.82666427502556,-0.012227921660668255,-3791.3179241010716,312.0,-0.0003942086866351834,2000.0,453.0,-1.0
594,594,2000.0,149.0,-1.0,-2000.0,161.0,-1.0,2387.2097731386807,150.09101932920285,-0.0024667703478213126,-2417.8247508157287,229.0,-0.0003035909545905844,20597.54547376671,297.62218639626144,-0.012610508871385108
595,595,1935.86164413255,144.35286364200775,-0.001746584858713388,-2000.0,203.0,-1.0,2000.0,204.0,-1.0,-2660.5094465015986,227.0,-0.0003553665487625696,21453.697196063888,297.820443800608,-0.013530955782316983
596,596,1660.5136119668766,141.5666054060429,-0.0010229985028834304,-2468.8793928192886,231.0,-0.00026399470669004105,20564.905219890305,298.1853588790134,-0.012504308638710892,-3663.4961670870584,312.0,-0.0006627319696133902,2000.0,469.0,-1.0
597,597,2000.0,71.0,-1.0,-2000.0,72.0,-1.0,2000.0,88.0,-1.0,-1000.5608823597366,85.87407823621928,-0.0013258046717147113,2264.314547595207,148.79357748954322,-0.002021259868704434
598,598,1786.0611881463683,144.85422742070784,-0.0010989879346212385,-2289.927630224321,229.0,-0.0002760089077548603,20635.977815404633,298.2750479230016,-0.01153514662907496,-3887.222674646116,312.0,-0.0004974312894384193,2000.0,464.0,-1.0
599,599,2000.0,119.0,-1.0,-2000.0,120.0,-1.0,2058.4400002982006,144.18399295690574,-0.0009773778161079772,-2000.0,207.0,-1.0,2000.0,217.0,-1.0
600,600,2000.0,59.0,-1.0,-1273.2709790149231,71.13997918611872,-0.0006490322632107732,1920.7796637655385,144.40497921396678,-0.0014586716198505161,-2074.7580179419906,227.0,-0.0002936041954909993,20166.223054756527,297.7990877382479,-0.01187613760305227
601,601,1577.3706253729001,149.01279380712256,-0.0019565693225556974,-3061.9035412621356,229.0,-0.0003379427646116199,20399.21940623917,298.3611059309444,-0.01232166009033106,-4425.930673857199,313.0000000000269,-0.000626434774494992,2000.0,419.0,-1.0
602,602,1993.1616706511552,143.23440828639045,-0.001865073423314504,-2573.2676586552207,226.0,-0.00026198492322457214,21212.878808259535,299.40423492214177,-0.013304553301508626,-2954.31715157799,314.0,-0.00023056872480006708,2000.0,455.0,-1.0
603,603,2405.5237089306293,144.41256965038926,-0.0019413708644800468,-2149.2959574674214,229.99999999999966,-0.00027578204334364516,21176.714994863443,297.87401296306183,-0.013053087842577063,-3223.9324060984072,313.0000000009726,-0.00044782807769019114,2000.0,431.0,-1.0
604,604,2315.8867025348986,144.1468311585456,-0.0016172149443422418,-2223.2787438694945,225.0,-0.000254400295712751,20462.657032106614,298.1829293747798,-0.012516519122926126,-3017.2691691193404,312.0,-0.00024775430922617325,2000.0,470.0,-1.0
605,605,2000.0,73.0,-1.0,-1070.055432814993,83.17294991741758,-0.0005497398696834699,2000.0,147.0,-1.0,-2000.0,156.0,-1.0,2571.6891258777987,146.14966635863072,-0.0020557705004255944
606,606,2000.0,74.0,-1.0,-1035.7771544541527,89.90461865080964,-0.000758002067321284,2301.1428641939738,145.62047655544848,-0.0015315214396717102,-2054.6544447706906,227.0,-0.0002942268875678184,21366.557973537863,298.6769873727937,-0.013389025494346197
607,607,2000.0,130.0,-1.0,-2000.0,133.0,-1.0,1593.0896067287722,143.19915365406362,-0.0013140377021714216,-2395.1857160501104,232.99999999999997,-0.00021763477758234326,21699.57081360642,297.40311291672174,-0.012647520391723706
608,608,2000.0,117.0,-1.0,-503.5966674563227,96.25159484170949,-0.00038685302827995595,2369.5360181861424,145.29729493107496,-0.0015139255978413413,-1961.2664494746361,227.0,-0.00023373683096986747,21169.841634140204,297.9751418768561,-0.01218918170402928
609,609,1825.5873547734964,149.0892092773756,-0.0016737210502960835,-2000.0,211.0,-1.0,2000.0,213.0,-1.0,-2384.0326164153175,237.99999999999997,-0.0003466931315540528,20830.836274329908,298.0783919048308,-0.011409008414281854
610,610,1310.9690721148595,151.57788436836964,-0.000469030175610501,-2825.752215326336,228.0,-0.00040223817695010026,20417.739178612228,297.68295210498894,-0.01213394069882351,-3814.0445143209326,312.0000000005888,-0.0004741068898223875,2000.0,434.0,-1.0
611,611,1558.4818565433081,143.7192293471013,-0.001920068675640766,-2000.0,201.0,-1.0,2000.0,202.0,-1.0,-2883.988057529167,232.0,-0.000375043518435582,21146.878239854388,298.9616227041935,-0.011753447516740977
612,612,2000.0,90.0,-1.0,-912.912834807051,80.06393676486988,-0.0010349948617975801,1986.608396255768,150.6357909466291,-0.0013294887667818617,-2609.3732030487345,233.0,-0.00045213300723192834,20572.220374728837,298.3496306010295,-0.012399499665726347
613,613,2000.0,136.0,-1.0,-2000.0,143.0,-1.0,2095.1435959681967,144.6415768471709,-0.0016933747681001524,-2528.1040322769727,224.0,-0.00019289290733385942,20540.503268579185,297.4596856960808,-0.012060374014566859
614,614,2414.7156117998334,147.1026644389903,-0.0018924051007396506,-2000.0,208.0,-1.0,2000.0,210.0,-1.0,-2416.950020532921,231.0,-0.00039729505624361435,21060.147857913213,298.8795260782002,-0.01234149862380954
615,615,2000.0,137.0,-1.0,-2000.0,140.0,-1.0,2708.4218094104067,148.49774911656988,-0.0018107760564615946,-2103.2631886541462,228.9999999999865,-0.0002868882870113445,20550.768157396677,298.40873710933795,-0.013019014191730391
616,616,2122.1852793323937,146.26893754430856,-0.001704252872152443,-2510.589817759861,229.0,-0.0002713913292994146,20957.358947540954,298.19474708942823,-0.013306527017787999,-3865.182394161652,313.0,-0.0004726256640968175,2000.0,446.0,-1.0
617,617,2000.0,138.0,-1.0,-2000.0,144.0,-1.0,1867.636243873991,145.13934052669458,-0.0012798096455385348,-2334.3529966361884,228.0,-0.0002214689049647262,20128.29726981654,298.6378989180656,-0.011264934658139604
618,618,2000.0,145.0,-1.0,-2000.0,150.0,-1.0,1739.8589159770506,141.40696423386362,-0.001161876964982983,-2766.211683216526,228.0,-0.00032933174831328924,20402.66480363359,297.5424168275813,-0.012566240629274212
619,619,2000.0,143.0,-1.0,-2000.0,147.0,-1.0,2000.0,150.0,-1.0,-2000.0,151.0,-1.0,2305.638829989848,146.80541227634117,-0.001889780335838822
620,620,2183.61535262029,146.43870898168225,-0.0016912560815394533,-2516.30103799239,232.99999999977507,-0.00025162826201722524,20047.844950239567,301.3120703233731,-0.011951254241314416,-6631.579831370355,325.21736622345344,-0.015525592907259618,2000.0,449.0,-1.0
621,621,2000.0,139.0,-1.0,-2000.0,144.0,-1.0,2184.3996792398743,149.44743970811874,-0.0016742093904245849,-2240.6447002037685,228.0,-0.0004408398047155097,20513.891724507608,297.885751691065,-0.011396692093832995
622,622,2000.0,39.0,-1.0,-1294.8935970776836,59.99999999999999,-0.0002370945429661379,2242.3158004144248,142.78470899108595,-0.0020873829254912804,-2283.555200063163,224.99999999999983,-0.0001653683293325729,19761.17819000692,297.82584468798893,-0.011866135589271675
623,623,1974.5447106950335,143.69073179595625,-0.0013038298007183322,-2458.9100132687045,225.9999999999997,-0.00028140655848952936,19906.027344930306,298.73713522052856,-0.011485417946868177,-3130.1862421028304,313.0,-0.0003071871311579409,2000.0,457.0,-1.0
624,624,2755.490068574889,150.82727021128562,-0.002110492560403312,-2000.0,205.0,-1.0,2000.0,216.0,-1.0,-1977.261806272023,240.9999999999999,-0.00037026339222295275,20195.154739183356,298.13673470552396,-0.012236581744664719
625,625,2317.9997374075865,150.0207420212571,-0.0017149181522437768,-2280.868823308547,227.0,-0.0002595279085980355,21003.490970009592,298.40778651199673,-0.013135448088972004,-3152.8694180913767,313.0,-0.00041569056246425516,2000.0,454.0,-1.0
626,626,1829.640193703909,148.3768853566127,-0.0014906774190406162,-2569.4132900567593,229.99999999999994,-0.00022938531172121137,20101.02986836451,299.86802664683955,-0.011822672682370776,-3630.739713275359,314.0,-0.0005026747438748543,2000.0,481.0,-1.0
627,627,1907.871164981025,148.06603256090182,-0.001565015677697443,-2273.459602903918,225.0,-0.00032236657154677923,20457.277711313887,298.06918898173313,-0.01198405403458877,-3009.608370253114,313.0,-0.0005251876956661063,2000.0,452.0,-1.0
628,628,2000.0,38.0,-1.0,-1242.74227351929,58.99999999999999,-0.0001974238032333112,2060.0415398522096,144.3816644002609,-0.0019779568885708145,-2467.9663183833773,222.99999999999997,-0.0002532299623824743,20416.04386194448,297.55629275131116,-0.012781282743808514
629,629,1676.9988474471095,144.49787219071962,-0.002105951282318822,-2571.700817263487,231.0,-0.00023552010096537391,20290.96318801257,300.6781755600479,-0.012096664963266092,-3606.6482708502695,316.0,-0.00042155186120445653,2000.0,465.0,-1.0
630,630,2000.0,143.0,-1.0,-2000.0,146.0,-1.0,2297.951261215549,146.68374351483925,-0.0016156777652153813,-2199.9283748856697,231.0,-0.00037576433550941393,20358.148040577158,298.1207604732187,-0.011482847996722103
631,631,2000.0,145.0,-1.0,-2000.0,155.0,-1.0,2345.850230189311,146.5194136088558,-0.0024115341558686933,-2566.4299441626426,231.0,-0.0003379221827821782,20776.153903131217,298.6628181497085,-0.012872119951480012
632,632,2361.0041343200487,145.48308992733092,-0.0015297557903641004,-2291.016544984635,231.0,-0.0002941371267902605,20301.383408519618,299.133716247855,-0.011963233071073633,-3854.66556880339,314.0,-0.0006406380077571502,2000.0,447.0,-1.0
633,633,2055.0131826908187,144.50154274865952,-0.001590113299047335,-2000.0,209.0,-1.0,2000.0,214.0,-1.0,-1953.1837788731536,235.19643285991177,-0.0003075508285985535,20293.96348531105,297.0439333885528,-0.011698562645297676
634,634,2362.590182599345,148.25623432153725,-0.001741062746768508,-2220.9831330694524,229.0,-0.00024142322159358582,21380.877409502064,298.1303181764323,-0.013370151486018703,-5631.940837762639,323.45815949524854,-0.010598509270365583,2000.0,451.0,-1.0
635,635,1795.7464092269147,148.0214780745461,-0.0014338589270009349,-2518.0895207220483,231.0,-0.00030682320814562645,21174.677570286163,300.2001913139355,-0.01306672924820702,-5386.744690583073,324.8420291620676,-0.010694602898209955,2000.0,449.0,-1.0
636,636,2216.9453338974886,151.50546578899474,-0.001618944625160113,-2366.970497400484,231.0,-0.00038182655058923137,20124.706474317874,298.059806662957,-0.01186372234543583,-5530.822910615153,323.91136389561126,-0.010764000699532185,2000.0,422.0,-1.0
637,637,2191.0217644483146,147.55104719190012,-0.0015216201039701283,-2462.0431641507093,226.0,-0.00026991706336596937,20455.826873549813,298.07034607340455,-0.012932627256425844,-3451.645033743994,312.0,-0.0005019884484946061,2000.0,436.0,-1.0
638,638,2120.237513083579,143.35537153647428,-0.0018762637157653103,-2673.7190698398263,225.0,-0.0003464891317159281,20107.13348364884,298.1558367418715,-0.01233186189975775,-3972.4658380826227,312.0,-0.0007232471203540699,2000.0,437.0,-1.0
639,639,2000.0,142.0,-1.0,-2000.0,144.0,-1.0,2378.0121806099482,148.5104876721664,-0.0015811889508835658,-2118.946955138728,228.0,-0.0003889619544502692,20457.468218436392,297.5925953485806,-0.0117362824940654
640,640,2201.5608829426287,145.9865030179647,-0.0020881063121935117,-2293.376689487045,225.99999999999946,-0.00021881363589077747,20915.706135898334,297.2255426686074,-0.013209019948204172,-5778.415953769536,322.532054761211,-0.011793446550022896,2000.0,427.0,-1.0
641,641,2056.5039040228094,143.33333085615857,-0.0014399991587206633,-2450.134429617992,228.0,-0.0002388563433644313,20543.02649116465,298.41583540379844,-0.012441549633883848,-3473.4388240067665,313.0,-0.00040849873896473915,2000.0,468.0,-1.0
642,642,1962.0372594533767,144.61530349611394,-0.00148790237650889,-2380.1682781249406,227.0,-0.00035838935288715355,20717.15785169454,297.3271845099706,-0.012767422567165593,-3684.673680645466,313.0,-0.0007273999390375853,2000.0,428.0,-1.0
643,643,2609.498782372437,145.77065474730696,-0.0023461533557773847,-2275.509492701724,226.0,-0.0002688568076089094,19285.70960879361,297.59714609214245,-0.011220801017165811,-3910.8605430157554,313.000000000054,-0.0007799144100850067,2000.0,438.0,-1.0
644,644,2044.9733901371792,143.02820434787458,-0.0014072097045500396,-2543.102421636863,231.0,-0.0003016905073384781,20284.519713417132,298.8418822236891,-0.012739474141750133,-3944.2599747341746,314.0,-0.0005740604913410302,2000.0,468.0,-1.0
645,645,2000.0,49.0,-1.0,-2000.0,50.0,-1.0,2000.0,66.0,-1.0,-1181.1303700413207,80.21020463755153,-0.0008856343286924134,2427.966356016062,147.04473197636239,-0.0014839027732126743
646,646,2000.0,150.0,-1.0,-2000.0,161.0,-1.0,2161.358262761031,151.0056918812218,-0.0018780461841320394,-2000.0,212.0,-1.0,2000.0,213.0,-1.0
647,647,1495.7732340936795,146.41442691869648,-0.0007338935590885575,-2660.4316895064576,228.0,-0.000313908813592096,19762.111804129723,299.1501455964357,-0.01194480895380252,-3946.0507955466032,313.0,-0.0005764830709069355,2000.0,476.0,-1.0
648,648,1862.4609536238902,147.26719285018825,-0.0015925728472137917,-2365.0036682442205,228.0,-0.0002833285674988653,19757.700570289475,297.32150092602797,-0.010971146238738778,-5075.869394849459,323.76438506954423,-0.006729143954721884,2000.0,416.0,-1.0
649,649,2000.0,150.0,-1.0,-2000.0,151.0,-1.0,2049.065930786073,147.20515685778975,-0.0018129566103710442,-2644.4203793574416,225.0,-0.0003790500750450611,19988.31419120615,297.5818531938444,-0.012098164236897021
650,650,1961.1944111877542,142.6675352883892,-0.0013957009267968991,-2362.618559678823,226.0,-0.00019006266430136209,20838.251018709143,298.51393154183404,-0.014407077087838458,-2884.0310856115607,313.0,-0.00023615946502952913,2000.0,475.0,-1.0
651,651,2153.5378356815067,144.6756834770653,-0.0016401244498818965,-1953.669290030435,225.0,-0.00016776280525418875,19757.243245452206,297.6971688437771,-0.011142446114562643,-2997.828946832897,313.0,-0.000307330596839495,2000.0,442.0,-1.0
652,652,2014.0546195873244,149.16216957721014,-0.0015652113019857896,-2581.6724588730103,230.0,-0.00034095996652113635,20450.282955232455,298.5618471253505,-0.012758341016412763,-5504.190056455513,324.5222250404391,-0.00817000518606464,2000.0,442.0,-1.0
653,653,1806.5433847143333,150.12747616900484,-0.0013199674943495548,-2796.2164357359466,226.0,-0.00041022256869796986,20004.619243681358,298.86033299317063,-0.011270417699425049,-3996.470608017552,313.0,-0.0005672798423330572,3445.0132696889814,564.5308855481172,-0.00029787191521696917
654,654,2011.5468886438996,145.71736710841893,-0.001746463341588954,-2631.3574153310656,226.0,-0.0003795975152113829,19858.697010995355,297.9310586045609,-0.011738822068206211,-4995.4524235194585,324.369134211271,-0.0071769679061057315,2000.0,395.0,-1.0
655,655,2000.0,51.0,-1.0,-2000.0,55.0,-1.0,2000.0,66.0,-1.0,-1122.3726395039444,89.0,-0.0005977604455024305,2000.0,149.0,-1.0
656,656,2280.755048467291,148.64295668960432,-0.0021768955619255867,-2878.331700931869,228.9999999999989,-0.00029220738072374144,19499.44524987765,298.26027948559533,-0.014876894746283804,-3441.8654093383648,312.0,-0.00023800392961626423,2000.0,450.0,-1.0
657,657,2000.0,135.0,-1.0,-2000.0,138.0,-1.0,1806.9947048831323,143.96280073480722,-0.0010336434526420316,-2470.8359534268675,225.0,-0.00022961070413143148,19842.677819394277,298.9980993213174,-0.01399039799838632
658,658,2000.0,51.0,-1.0,-2000.0,55.0,-1.0,2000.0,69.0,-1.0,-965.2857763690843,79.814446837257,-0.0014806010361175432,2548.2937839633046,143.12921884749352,-0.001881954765983953
659,659,2267.3507608029304,142.98947180905043,-0.0015584990699571972,-2468.8532419162752,225.0,-0.0002636599070203669,19643.779459693185,299.0750884014487,-0.011995276135079797,-7066.46188455478,322.98537901218407,-0.010876436694676165,2000.0,461.0,-1.0
660,660,2668.5659497516303,146.97730257367726,-0.0017321111683303518,-2314.1465488440454,229.0,-0.000391155040259157,20206.46099375127,297.8649953202316,-0.01323712395940103,-6290.705078212923,323.86579922060497,-0.01171389250326836,2000.0,430.0,-1.0
661,661,2321.8126402862554,150.33720964296435,-0.0020855411960121854,-2601.5113678730722,227.0,-0.0003291044846002153,20152.21207747651,299.0081799690309,-0.012640493005141966,-3884.0099809281087,313.00000000000006,-0.0005810973100787378,2000.0,423.0,-1.0
662,662,2331.3418738269133,147.5413983505461,-0.0013645641451713068,-2327.12643705544,235.0,-0.0002658343390946546,19699.924028267124,299.9390436196305,-0.013379258254263943,-3878.530054203706,314.0,-0.0006817750339778325,2000.0,447.0,-1.0
663,663,2200.649204215139,147.10246848788512,-0.0016608756368850584,-2275.0210016455385,226.0,-0.00036230264169265686,20273.14442945232,297.3050566603345,-0.013128959938538902,-5579.322058730679,323.06667999696793,-0.008412339378737527,2000.0,434.0,-1.0
664,664,2108.581543718723,147.4897507413577,-0.0012629502000951036,-2348.6295916725053,230.0,-0.00023765744654783894,20225.018083881016,298.9932174453256,-0.012388005132470018,-6614.060779307026,322.8743657977438,-0.015403510268831357,2000.0,462.0,-1.0
665,665,1988.732111399495,148.7116687638912,-0.0010417632763859638,-2244.4009950433688,234.0,-0.00031719482382583353,20462.002874030975,301.14125431096915,-0.012981266275108688,-6136.396341418201,326.02947382132334,-0.013553929580908517,2000.0,449.0,-1.0
666,666,2125.186607028542,151.99248326777146,-0.0013964212156625745,-2564.8956758915583,227.99999999999983,-0.00036782664435341267,20175.78873062984,297.906067118249,-0.012772271653698057,-5087.113888483655,324.1316518477308,-0.007348413133371684,2000.0,415.0,-1.0
667,667,1783.2518816704019,147.18687698660136,-0.001086034701067441,-2834.2580032163946,225.0,-0.0003319616162967272,20709.010323671162,298.1120985033982,-0.013302394628550165,-5975.553900413978,323.44934144402373,-0.010295927937287386,2000.0,414.0,-1.0
668,668,2278.2206862206854,148.03985775310844,-0.0017601137421293632,-2534.7689221485166,230.0,-0.0003165539135026808,20021.63876941162,298.57952678861415,-0.013090035361650468,-3361.6447691716617,313.0,-0.0003386578770096398,2000.0,473.0,-1.0
669,669,2000.0,87.0,-1.0,-2000.0,90.0,-1.0,2000.0,107.0,-1.0,-1128.1157507645626,96.00885411659068,-0.0028320657209536322,2326.4951026858785,146.23727552417952,-0.0017165293422693397
670,670,2403.9198718677026,153.18388841015138,-0.0021252001950086753,-2500.3087022465593,234.0,-0.00032582346259369896,21189.35680671936,301.39438054879804,-0.013336059518303146,-3764.0450703251286,317.0,-0.0007211133136792886,2000.0,428.0,-1.0
671,671,1854.743640430853,144.66147398326024,-0.0011495845603564712,-2636.013958013985,229.99999999999994,-0.0003100400081241648,20754.76869847724,298.54778422592267,-0.013256175449266614,-3590.1886977646736,313.0,-0.0005327536429563773,2000.0,450.0,-1.0
